Wavelength(A),Flux,Error,Mask
3830.01081226449, -1.97607004642487, 0, 83886080
3830.89280638415, -1.97632002830505, 1.55974733829498, 0
3831.77500361384, 1.12162005901337, 0, 0
3832.65740400035, 4.22059011459351, 1.69643151760101, 0
3833.54000759044, 1.56192994117737, 1.66190469264984, 0
3834.42281443092, 0.573302984237671, 1.57623648643494, 0
3835.30582456859, -0.241466999053955, 1.53309333324432, 0
3836.18903805028, -1.54140996932983, 1.49664211273193, 0
3837.07245492279, 1.81043004989624, 1.58472430706024, 0
3837.95607523298, 0.160509005188942, 1.49912238121033, 0
3838.83989902769, -1.68661999702454, 1.46630716323853, 0
3839.72392635378, -0.767544984817505, 1.46401739120483, 0
3840.60815725812, 0.268898010253906, 1.48333668708801, 0
3841.49259178759, -0.561107993125916, 1.43231785297394, 0
3842.37722998909, -1.1536899805069, 1.41937673091888, 0
3843.26207190952, 1.0827499628067, 1.48414349555969, 0
3844.14711759578, 1.6654599905014, 1.52456033229828, 0
3845.03236709481, -2.34717988967896, 1.4232052564621, 0
3845.91782045354, -2.06957006454468, 1.45038771629333, 0
3846.80347771891, 1.30789995193481, 1.49704957008362, 0
3847.68933893788, -1.7964700460434, 1.47439074516296, 0
3848.57540415743, 2.62375998497009, 1.52262043952942, 0
3849.46167342452, 0.833496987819672, 1.494504570961, 0
3850.34814678615, 1.3819500207901, 1.49995017051697, 0
3851.23482428932, 3.22683000564575, 1.50510609149933, 0
3852.12170598103, 2.65009999275208, 1.48270881175995, 0
3853.00879190831, 0.663763999938965, 1.38305175304413, 0
3853.89608211819, -2.15057992935181, 1.35754835605621, 0
3854.78357665772, 0.112708002328873, 1.40735113620758, 0
3855.67127557394, -2.16044998168945, 1.64569425582886, 0
3856.55917891393, -3.13697004318237, 1.62782490253448, 0
3857.44728672476, -0.665127992630005, 1.38229310512543, 0
3858.33559905352, -2.23957991600037, 1.31106877326965, 0
3859.22411594729, -0.860906004905701, 1.31903851032257, 0
3860.1128374532, 1.3945300579071, 1.37464475631714, 0
3861.00176361836, 1.26300001144409, 1.38005888462067, 0
3861.8908944899, -0.540766000747681, 1.357173204422, 0
3862.78023011496, -1.4644900560379, 1.32569575309753, 0
3863.66977054069, -0.225354999303818, 1.34955227375031, 0
3864.55951581426, 1.01338005065918, 1.37512946128845, 0
3865.44946598284, 0.563903987407684, 1.38529002666473, 0
3866.33962109361, 1.42358994483948, 1.39360678195953, 0
3867.22998119377, 1.35045003890991, 1.39481270313263, 0
3868.12054633053, -0.309796005487442, 1.3666125535965, 0
3869.01131655109, -0.504981994628906, 1.40309596061707, 0
3869.90229190269, -1.03742003440857, 1.35672974586487, 0
3870.79347243257, -0.554486989974976, 1.35462808609009, 0
3871.68485818798, -0.942031979560852, 1.30411577224731, 0
3872.57644921617, -0.078253798186779, 1.35407912731171, 0
3873.46824556443, 1.62484002113342, 1.37904143333435, 0
3874.36024728002, 0.391541987657547, 1.36790716648102, 0
3875.25245441025, -0.231774002313614, 1.35700070858002, 0
3876.14486700241, 2.1933000087738, 1.36857950687408, 0
3877.03748510383, 0.201712995767593, 1.33845186233521, 0
3877.93030876182, -0.294995993375778, 1.35199224948883, 0
3878.82333802374, 2.66167998313904, 1.38557863235474, 0
3879.71657293691, 1.07069003582001, 1.36742103099823, 0
3880.6100135487, -1.28646004199982, 1.30503273010254, 0
3881.50365990648, -1.48871004581451, 1.26760840415955, 0
3882.39751205764, -0.503156006336212, 1.31846284866333, 0
3883.29157004955, 0.34960401058197, 1.34693109989166, 0
3884.18583392963, 0.0789273008704185, 1.35181677341461, 0
3885.08030374528, -1.28568994998932, 1.32167530059814, 0
3885.97497954394, -1.38759005069733, 1.28572833538055, 0
3886.86986137303, -0.608537971973419, 1.26638293266296, 1048576
3887.76494927999, 0.12636399269104, 1.30681443214417, 0
3888.6602433123, 0.727869987487793, 1.26777648925781, 0
3889.55574351741, 0.082534596323967, 1.25560879707336, 0
3890.45144994281, -1.89837002754211, 1.22908842563629, 0
3891.34736263597, 0.657670974731445, 1.22516274452209, 0
3892.24348164442, -0.990782022476196, 1.22704100608826, 0
3893.13980701564, 0.63264000415802, 1.20398855209351, 0
3894.03633879717, 0.97358900308609, 1.30697965621948, 0
3894.93307703655, -2.01148009300232, 1.24360990524292, 0
3895.8300217813, -1.83124005794525, 1.30976581573486, 0
3896.727173079, -3.17353010177612, 1.22393155097961, 0
3897.6245309772, -1.70091998577118, 1.26354610919952, 0
3898.52209552348, 0.0322597995400429, 1.26097595691681, 0
3899.41986676544, -0.26826000213623, 1.20736503601074, 0
3900.31784475066, -1.94366002082825, 1.11818420886993, 0
3901.21602952676, -1.61768996715546, 1.13842880725861, 0
3902.11442114136, 2.93769001960754, 1.25041234493256, 0
3903.01301964209, 2.43343997001648, 1.24879670143127, 0
3903.9118250766, -0.312853008508682, 1.21406531333923, 0
3904.81083749254, 0.11939100176096, 1.28514432907104, 0
3905.71005693757, 2.2966001033783, 1.39208817481995, 0
3906.60948345936, 0.622162997722626, 1.39210832118988, 0
3907.50911710562, 0.455810010433197, 1.33022713661194, 0
3908.40895792402, -2.1374499797821, 1.27098870277405, 0
3909.30900596229, 0.0539501011371613, 1.27554440498352, 0
3910.20926126814, 1.39024996757507, 1.3036812543869, 0
3911.1097238893, -0.427585005760193, 1.23987531661987, 0
3912.01039387351, 1.18843996524811, 1.27860307693481, 0
3912.91127126853, -0.272718995809555, 1.23680281639099, 0
3913.81235612212, 0.254005014896393, 1.23545515537262, 0
3914.71364848205, -0.468264013528824, 1.20644462108612, 0
3915.61514839612, -0.800872981548309, 1.15849816799164, 0
3916.51685591211, 0.0450349003076553, 1.14780688285828, 0
3917.41877107783, -0.41872900724411, 1.16353344917297, 0
3918.32089394111, 0.592492997646332, 1.18146204948425, 0
3919.22322454977, -2.33903002738953, 1.11923015117645, 0
3920.12576295165, -0.445270985364914, 1.13665795326233, 0
3921.02850919461, 0.447896003723145, 1.13652062416077, 0
3921.9314633265, -1.72563004493713, 1.13655591011047, 0
3922.83462539521, 1.14756000041962, 1.20870304107666, 0
3923.73799544861, 0.844020009040833, 1.22098302841187, 0
3924.6415735346, 0.614212989807129, 1.23146915435791, 0
3925.54535970109, 1.06644999980927, 1.22459030151367, 0
3926.449353996, 1.27760004997253, 1.21813523769379, 0
3927.35355646725, 1.26124000549316, 1.17773461341858, 0
3928.25796716279, 1.45632004737854, 1.15586936473846, 0
3929.16258613056, -0.097318097949028, 1.12551045417786, 0
3930.06741341853, 1.92720997333527, 1.16957867145538, 0
3930.97244907467, 0.228863999247551, 1.14343595504761, 0
3931.87769314697, -0.697793006896973, 1.1327919960022, 0
3932.78314568342, 0.871596992015839, 1.13458633422852, 0
3933.68880673202, -1.49117994308472, 1.09797728061676, 0
3934.5946763408, -0.582702994346619, 1.10780358314514, 0
3935.50075455778, -0.156406000256538, 1.1163182258606, 0
3936.40704143099, -1.58904004096985, 1.08265054225922, 0
3937.31353700851, -1.5009800195694, 1.06859564781189, 0
3938.22024133837, 0.515976011753082, 1.16426742076874, 0
3939.12715446866, 0.561977982521057, 1.16785061359406, 0
3940.03427644746, 0.832556009292603, 1.2037433385849, 0
3940.94160732286, 1.48927998542786, 1.24601137638092, 0
3941.84914714297, -0.496416002511978, 1.235884308815, 0
3942.75689595591, -0.356824994087219, 1.31163251399994, 0
3943.6648538098, 2.0913999080658, 1.40335702896118, 0
3944.57302075278, 0.39469501376152, 1.39972305297852, 0
3945.48139683302, 1.3825900554657, 1.39673936367035, 0
3946.38998209865, 0.749477982521057, 1.39064037799835, 0
3947.29877659786, -1.04540002346039, 1.29730498790741, 0
3948.20778037883, 1.36161994934082, 1.4218955039978, 0
3949.11699348975, 4.46609020233154, 1.48921024799347, 0
3950.02641597884, -0.37083899974823, 1.41016936302185, 0
3950.9360478943, 1.49911999702454, 1.41760849952698, 0
3951.84588928437, 0.675476014614105, 1.40523886680603, 0
3952.75594019728, -0.902230024337769, 1.35033702850342, 0
3953.66620068128, -0.945720016956329, 1.3224401473999, 0
3954.57667078464, 0.564804017543793, 1.32324802875519, 0
3955.48735055562, 1.91391003131866, 1.35589134693146, 0
3956.39824004252, 0.405207991600037, 1.2680321931839, 0
3957.30933929362, 1.34839999675751, 1.26030278205872, 0
3958.22064835723, 0.0331735014915466, 1.19690799713135, 0
3959.13216728166, -1.41506004333496, 1.1431976556778, 0
3960.04389611525, -1.05469000339508, 1.12036180496216, 0
3960.95583490634, -1.24705994129181, 1.13878297805786, 0
3961.86798370326, 1.19271004199982, 1.16334140300751, 0
3962.7803425544, -0.386649012565613, 1.1216698884964, 0
3963.6929115081, -0.754440009593964, 1.04766499996185, 0
3964.60569061278, -0.169981002807617, 1.06706881523132, 0
3965.5186799168, 0.162357002496719, 1.04829120635986, 0
3966.43187946859, 1.12458002567291, 1.03965663909912, 0
3967.34528931655, -2.064120054245, 0.92763340473175, 0
3968.25890950912, -0.274581998586655, 0.954339265823364, 0
3969.17274009473, 1.72256004810333, 1.01326847076416, 0
3970.08678112184, 2.04236006736755, 1.02127683162689, 0
3971.00103263891, 0.902074992656708, 1.00577926635742, 0
3971.91549469441, -1.10696005821228, 0.967233777046204, 0
3972.83016733681, 1.15588998794556, 1.03969371318817, 0
3973.74505061463, -0.560667991638184, 1.01798534393311, 0
3974.66014457636, 0.123338997364044, 1.01652681827545, 0
3975.57544927053, 0.973981976509094, 1.05707538127899, 0
3976.49096474566, -0.884576022624969, 1.01623284816742, 0
3977.40669105028, -1.36369001865387, 1.01444041728973, 0
3978.32262823296, 0.358592987060547, 1.02950036525726, 0
3979.23877634225, 0.821564972400665, 1.027174949646, 0
3980.15513542673, -0.43971198797226, 0.999984979629517, 0
3981.07170553497, -0.785816013813019, 0.976355791091919, 0
3981.98848671559, -0.278073012828827, 0.992426931858063, 0
3982.90547901717, -1.73307001590729, 0.962045609951019, 0
3983.82268248835, -1.10590994358063, 0.955855250358582, 0
3984.74009717775, -0.804678976535797, 0.961485147476196, 0
3985.65772313401, -1.45402002334595, 0.928432643413544, 0
3986.57556040578, -0.838585019111633, 0.949928522109985, 0
3987.49360904173, 0.218759000301361, 0.960992217063904, 0
3988.41186909053, -1.58750998973846, 0.939665377140045, 0
3989.33034060086, -0.583801984786987, 0.955475568771362, 0
3990.24902362142, 0.317577987909317, 1.01408243179321, 0
3991.16791820092, 0.866380989551544, 1.00999903678894, 0
3992.08702438808, 0.810648024082184, 1.029789686203, 0
3993.00634223163, 0.405369013547897, 0.983716547489166, 0
3993.9258717803, 0.372168987989426, 1.01092183589935, 0
3994.84561308286, -0.60461300611496, 1.01031649112701, 0
3995.76556618806, 0.455603986978531, 1.11019253730774, 0
3996.68573114468, 1.00182998180389, 1.29137551784515, 0
3997.60610800151, 0.428609997034073, 1.2378066778183, 0
3998.52669680733, 0.345167011022568, 0.953466951847076, 0
3999.44749761098, 1.55192005634308, 0.996468782424927, 0
4000.36851046125, 1.05549001693726, 1.00776147842407, 0
4001.28973540699, 0.0660637989640236, 1.12201225757599, 0
4002.21117249703, 1.18453001976013, 1.153435587883, 65536
4003.13282178024, 0.350466012954712, 0.952052891254425, 0
4004.05468330546, -1.27427995204926, 0.917481362819672, 0
4004.97675712159, 2.70580005645752, 0.964494645595551, 0
4005.89904327751, -0.330356985330582, 0.929242014884949, 0
4006.82154182211, -0.350468009710312, 0.887429893016815, 0
4007.74425280431, -0.970538020133972, 0.943316459655762, 0
4008.66717627303, -1.29056000709534, 0.933223247528076, 0
4009.5903122772, -0.800130009651184, 0.979958951473236, 0
4010.51366086576, -2.44759011268616, 0.940200984477997, 0
4011.43722208767, 0.00381010002456605, 1.00572729110718, 0
4012.36099599189, 2.45104002952576, 1.02642905712128, 0
4013.28498262742, -0.835771024227142, 0.936060428619385, 0
4014.20918204321, -2.59674000740051, 0.924271285533905, 0
4015.1335942883, 0.255333006381989, 0.966037034988403, 0
4016.05821941167, -0.182758003473282, 0.972336709499359, 0
4016.98305746236, 1.1536500453949, 0.981383085250854, 0
4017.9081084894, -1.23451995849609, 0.940679252147675, 0
4018.83337254184, -0.542732000350952, 0.968389570713043, 0
4019.75884966872, 0.96095997095108, 0.987094223499298, 0
4020.68453991913, 0.314725011587143, 1.00585758686066, 0
4021.61044334213, 0.89044600725174, 1.02535581588745, 0
4022.53655998683, 0.240262001752853, 1.03589022159576, 0
4023.46288990231, 0.215506002306938, 1.01357650756836, 0
4024.3894331377, 0.805159986019135, 1.01883399486542, 0
4025.31618974212, 0.641260027885437, 0.987869381904602, 0
4026.2431597647, -0.176337003707886, 0.979160070419312, 0
4027.17034325459, -0.0433363988995552, 0.955689311027527, 0
4028.09774026095, -0.519824028015137, 0.9551922082901, 0
4029.02535083295, 0.420383006334305, 0.966677784919739, 0
4029.95317501977, 0.418832004070282, 0.938080549240112, 0
4030.88121287061, 0.818198978900909, 0.98109495639801, 0
4031.80946443465, 1.27330994606018, 0.969782054424286, 0
4032.73792976113, -1.02893996238708, 0.962986350059509, 0
4033.66660889927, 0.937443017959595, 0.964337646961212, 0
4034.5955018983, -0.0919981971383095, 0.96715235710144, 0
4035.52460880747, 0.516560018062592, 0.985080659389496, 0
4036.45392967605, 1.07352995872498, 1.04587638378143, 0
4037.3834645533, -0.351020008325577, 1.01770746707916, 0
4038.31321348852, -0.0339708998799324, 0.990676999092102, 0
4039.24317653098, 0.666669011116028, 0.984378814697266, 0
4040.17335373001, -0.897642016410828, 0.969066858291626, 0
4041.1037451349, -0.839697003364563, 1.00145661830902, 0
4042.03435079501, 0.0729425027966499, 1.05127537250519, 0
4042.96517075965, -0.133165001869202, 1.10381937026978, 0
4043.8962050782, -0.403382003307343, 1.11389446258545, 0
4044.8274538, -0.203656002879143, 1.12024581432343, 0
4045.75891697443, 1.51128995418549, 1.17023432254791, 0
4046.69059465087, 1.87794995307922, 1.36294054985046, 0
