specObjID mjd_spec plate fiberID z M_i FIRSTmag scienceprimary
114219915900092000 51816 405 550 0 25 0 1
114501392932012000 51817 406 16 0 25 0 1
113093896010990000 51788 401 616 0 25 0 1
114501394295161000 51817 406 341 0 25 0 1
114501394337104000 51817 406 351 0 25 0 1
114501395020775000 51817 406 514 0 25 0 1
114501395549258000 51817 406 640 0 25 0 1
114501616475832000 51869 406 65 0 25 0 1
114501617427939000 51869 406 292 0 25 0 1
114503202841297000 52238 406 428 0 25 0 1
114501617646043000 51869 406 344 0 25 0 1
114501618375852000 51869 406 518 0 25 0 1
114501646301528000 51876 406 8 0 25 0 1
114501646557381000 51876 406 69 0 25 0 1
114501647492710000 51876 406 292 0 25 0 1
114501647706620000 51876 406 343 0 25 0 1
114501647740174000 51876 406 351 0 25 0 1
115064360262435000 51821 408 63 0 25 0 1
114501648440623000 51876 406 518 0 25 0 1
114501648449012000 51876 406 520 0 25 0 1
114501648918774000 51876 406 632 0 25 0 1
114501749477212000 51900 406 31 0 25 0 1
114501750811001000 51900 406 349 0 25 0 1
114501750848750000 51900 406 358 0 25 0 1
114501751142351000 51900 406 428 0 25 0 1
115064362506387000 51821 408 598 0 25 0 1
114501751461118000 51900 406 504 0 25 0 1
114501751477895000 51900 406 508 0 25 0 1
115627288535499000 51816 410 14 0 25 0 1
114501751834411000 51900 406 593 0 25 0 1
114501393607295000 51817 406 177 0 25 0 1
114503201721418000 52238 406 161 0 25 0 1
114503202275066000 52238 406 293 0 25 0 1
114503202371535000 52238 406 316 0 25 0 1
114503202484781000 52238 406 343 0 25 "15.24" 1
115627550549475000 51877 410 19 0 25 0 1
114503202811937000 52238 406 421 0 25 0 1
114503203218784000 52238 406 518 0 25 16327 1
114503203520774000 52238 406 590 0 25 0 1
114503203709518000 52238 406 635 0 25 0 1
114782881733149000 51820 407 240 0 25 0 1
114782881821229000 51820 407 261 0 25 0 1
114782881997390000 51820 407 303 0 25 0 1
115064360224686000 51821 408 54 0 25 0 1
115064360392458000 51821 408 94 0 25 0 1
115064360564425000 51821 408 135 0 25 0 1
115064360677671000 51821 408 162 0 25 0 1
115064360837054000 51821 408 200 0 25 0 1
115064361050964000 51821 408 251 0 25 0 1
115064361126461000 51821 408 269 0 25 0 1
115064362468639000 51821 408 589 0 25 0 1
115346050406941000 51871 409 163 0 25 "13.74" 1
115627288514527000 51816 410 9 0 25 14911 1
115627288862654000 51816 410 92 0 25 0 1
115627289932202000 51816 410 347 0 25 12501 1
114501752002183000 51900 406 633 0 25 0 1
115627290905281000 51816 410 579 0 25 0 1
115627291081441000 51816 410 621 0 25 0 1
115627550528504000 51877 410 14 0 25 0 1
115627550704665000 51877 410 56 0 25 0 1
115627551174427000 51877 410 168 0 25 0 1
115627551841321000 51877 410 327 0 25 15931 1
115627551933596000 51877 410 349 0 25 0 1
115627552193643000 51877 410 411 0 25 0 1
115627552306889000 51877 410 438 0 25 0 1
115627552852148000 51877 410 568 0 25 0 1
115908768130138000 51817 411 91 0 25 0 1
115908769115800000 51817 411 326 0 25 0 1
115909008648307000 51873 411 91 0 25 0 1
115909008795107000 51873 411 126 0 25 0 1
115909009311007000 51873 411 249 0 25 0 1
116190732439519000 51931 412 21 0 25 0 1
116190732649234000 51931 412 71 0 25 16066 1
116190733286769000 51931 412 223 0 25 13119 1
116190733362266000 51931 412 241 0 25 0 1
116190733924303000 51931 412 375 0 25 0 1
116190734117241000 51931 412 421 0 25 0 1
116192038185075000 52235 412 39 0 25 0 1
116192038281544000 52235 412 62 0 25 0 1
115627290867532000 51816 410 570 0 25 0 1
116192038596116000 52235 412 137 0 25 14234 1
116471735548641000 51821 413 159 0 25 0 1
116192038730334000 52235 412 169 0 25 14516 1
116192039346897000 52235 412 316 0 25 0 1
116192039644693000 52235 412 387 0 25 0 1
116192039812465000 52235 412 427 0 25 0 1
116192102706053000 52250 412 62 0 25 0 1
116192102781551000 52250 412 80 0 25 0 1
116192102982877000 52250 412 128 0 25 16107 1
116192104249557000 52250 412 430 0 25 0 1
116192105105195000 52250 412 634 0 25 0 1
116192119772676000 52254 412 35 0 25 0 1
116192119944643000 52254 412 76 0 25 0 1
116472201053471000 51929 413 552 0 25 0 1
116192120162746000 52254 412 128 0 25 0 1
116192120951276000 52254 412 316 0 25 0 1
116192121190351000 52254 412 373 0 25 0 1
116192121232294000 52254 412 383 0 25 0 1
116192121458786000 52254 412 437 0 25 0 1
116192136969323000 52258 412 39 0 25 14478 1
116192137661383000 52258 412 204 0 25 0 1
116192138131145000 52258 412 316 0 25 0 1
117034638261617000 51810 415 160 0 25 13425 1
117034638295171000 51810 415 168 0 25 0 1
116192138588324000 52258 412 425 0 25 0 1
116471735074685000 51821 413 46 0 25 0 1
116471735359898000 51821 413 114 0 25 "16.099001" 1
116192038340264000 52235 412 76 0 25 14898 1
117034639855452000 51810 415 540 0 25 0 1
116471736056152000 51821 413 280 0 25 0 1
116471736198758000 51821 413 314 0 25 0 1
116471736236507000 51821 413 323 0 25 0 1
116471736345559000 51821 413 349 0 25 0 1
116471736513331000 51821 413 389 0 25 0 1
117034934631137000 51879 415 164 0 25 0 1
116471736756601000 51821 413 447 0 25 0 1
117034934715023000 51879 415 184 0 25 0 1
116471737100534000 51821 413 529 0 25 0 1
116471737436078000 51821 413 609 0 25 "16.158001" 1
116472199572881000 51929 413 199 0 25 0 1
116472200353022000 51929 413 385 0 25 0 1
116472200994750000 51929 413 538 0 25 0 1
116472201418375000 51929 413 639 0 25 0 1
116753416398569000 51869 414 91 0 25 0 1
116753416570536000 51869 414 132 0 25 16202 1
116753418306978000 51869 414 546 0 25 0 1
117316117302608000 51811 416 105 0 25 12425 1
116753554261148000 51901 414 192 0 25 0 1
116753554290508000 51901 414 199 0 25 0 1
117034637800243000 51810 415 50 0 25 0 1
117034638257422000 51810 415 159 0 25 0 1
117034638462943000 51810 415 208 0 25 0 1
117316435075662000 51885 416 92 0 25 0 1
117034638936900000 51810 415 321 0 25 0 1
117316435180519000 51885 416 117 0 25 0 1
117034639352136000 51810 415 420 0 25 0 1
117034639809315000 51810 415 529 0 25 0 1
117316435297960000 51885 416 145 0 25 0 1
117316435306349000 51885 416 147 0 25 0 1
117316435310543000 51885 416 148 0 25 0 1
116471735502504000 51821 413 148 0 25 0 1
117034640228745000 51810 415 629 0 25 0 1
117316435889357000 51885 416 286 0 25 0 1
117316435914523000 51885 416 292 0 25 0 1
117034933955854000 51879 415 3 0 25 0 1
117034934169764000 51879 415 54 0 25 0 1
117316436304593000 51885 416 385 0 25 0 1
117034934622749000 51879 415 162 0 25 0 1
117034934685663000 51879 415 177 0 25 0 1
117034934853435000 51879 415 217 0 25 0 1
117034934899573000 51879 415 228 0 25 0 1
117034935042179000 51879 415 262 0 25 0 1
117034935524524000 51879 415 377 0 25 0 1
117034935977509000 51879 415 485 0 25 0 1
117034936157864000 51879 415 528 0 25 0 1
117034936560517000 51879 415 624 0 25 0 1
188532499285017000 52559 669 162 0 25 0 1
117316116958675000 51811 416 23 0 25 0 1
117316117227110000 51811 416 87 0 25 0 1
117316117331968000 51811 416 112 0 25 0 1
117316117529100000 51811 416 159 0 25 0 1
117316118435070000 51811 416 375 0 25 0 1
188532499914162000 52559 669 312 0 25 0 1
188532499930939000 52559 669 316 0 25 0 1
117316434836586000 51885 416 35 0 25 0 1
188532500123877000 52559 669 362 0 25 0 1
117316435029525000 51885 416 81 0 25 0 1
188532500220346000 52559 669 385 0 25 0 1
117316435109216000 51885 416 100 0 25 0 1
117316435268600000 51885 416 138 0 25 0 1
188532500748829000 52559 669 511 0 25 0 1
117316435293766000 51885 416 144 0 25 0 1
188532501021458000 52559 669 576 0 25 0 1
117316435700613000 51885 416 241 0 25 0 1
188532501197619000 52559 669 618 0 25 0 1
117034640186802000 51810 415 619 0 25 0 1
188813806112080000 52520 670 8 0 25 0 1
117316435956466000 51885 416 302 0 25 15843 1
188813806380515000 52520 670 72 0 25 0 1
117316436258456000 51885 416 374 0 25 0 1
117316436929544000 51885 416 534 0 25 0 1
117316437122482000 51885 416 580 0 25 0 1
188532498651677000 52559 669 11 0 25 0 1
188532498664260000 52559 669 14 0 25 0 1
188813807139684000 52520 670 253 0 25 15233 1
188532498714591000 52559 669 26 0 25 0 1
188532498970444000 52559 669 87 0 25 0 1
188813807345205000 52520 670 302 0 25 0 1
188532499058524000 52559 669 108 0 25 0 1
188813807420703000 52520 670 320 0 25 10459 1
188532499142410000 52559 669 128 0 25 0 1
188532499226296000 52559 669 148 0 25 0 1
188813807726887000 52520 670 393 0 25 0 1
188813807752053000 52520 670 399 0 25 0 1
188532499343737000 52559 669 176 0 25 0 1
188532499532480000 52559 669 221 0 25 0 1
188532499628950000 52559 669 244 0 25 0 1
188532499779944000 52559 669 280 0 25 0 1
188532499855442000 52559 669 298 0 25 0 1
188532500048380000 52559 669 344 0 25 0 1
188532500190986000 52559 669 378 0 25 0 1
188532500367147000 52559 669 420 0 25 0 1
188532500694303000 52559 669 498 0 25 0 1
188532501008876000 52559 669 573 0 25 0 1
189093934557823000 52206 671 506 0 25 0 1
188532501185036000 52559 669 615 0 25 0 1
189093934738178000 52206 671 549 0 25 0 1
188813806107886000 52520 670 7 0 25 0 1
117316435813859000 51885 416 268 0 25 0 1
188813806510539000 52520 670 103 0 25 0 1
189375261450437000 52172 672 16 0 25 0 1
189375261467214000 52172 672 20 0 25 0 1
188813806586036000 52520 670 121 0 25 0 1
188813806833500000 52520 670 180 0 25 0 1
189375261668540000 52172 672 68 0 25 0 1
188813807034827000 52520 670 228 0 25 0 1
188813807043215000 52520 670 230 0 25 0 1
189375261853090000 52172 672 112 0 25 0 1
189375261869867000 52172 672 116 0 25 14424 1
189375261886644000 52172 672 120 0 25 0 1
188813807219376000 52520 670 272 0 25 0 1
188813807273902000 52520 670 285 0 25 0 1
188813807403926000 52520 670 316 0 25 0 1
188813807647195000 52520 670 374 0 25 0 1
188813807680750000 52520 670 382 0 25 0 1
188813807869493000 52520 670 427 0 25 0 1
189375262935220000 52172 672 370 0 25 0 1
189375262947803000 52172 672 373 0 25 0 1
188813808091791000 52520 670 480 0 25 0 1
189375263010718000 52172 672 388 0 25 0 1
189093932464865000 52206 671 7 0 25 0 1
189093932590694000 52206 671 37 0 25 0 1
189375263233016000 52172 672 441 0 25 0 1
189093932745884000 52206 671 74 0 25 0 1
189093933043679000 52206 671 145 0 25 0 1
189093933454721000 52206 671 243 0 25 0 1
189093933920289000 52206 671 354 0 25 0 1
189093934322942000 52206 671 450 0 25 0 1
189093934511686000 52206 671 495 0 25 0 1
189093934700429000 52206 671 540 0 25 0 1
189093934931116000 52206 671 595 0 25 0 1
189656693729133000 52162 673 76 0 25 0 1
189093935073722000 52206 671 629 0 25 0 1
189656693796241000 52162 673 92 0 25 0 1
188813806338572000 52520 670 62 0 25 0 1
189656693896905000 52162 673 116 0 25 0 1
189656693968208000 52162 673 133 0 25 0 1
189375261513351000 52172 672 31 0 25 0 1
189656694156952000 52162 673 178 0 25 0 1
189375261643375000 52172 672 62 0 25 14134 1
189375261702095000 52172 672 76 0 25 0 1
189375261827924000 52172 672 106 0 25 0 1
189656694458941000 52162 673 250 0 25 0 1
189656694467330000 52162 673 252 0 25 0 1
189375262079582000 52172 672 166 0 25 0 1
189656694576382000 52162 673 278 0 25 0 1
189375262318658000 52172 672 223 0 25 15637 1
189656694668657000 52162 673 300 0 25 0 1
189375262406738000 52172 672 244 0 25 0 1
189656694723183000 52162 673 313 0 25 0 1
189656694794486000 52162 673 330 0 25 0 1
189375262469652000 52172 672 259 0 25 0 1
189656694878372000 52162 673 350 0 25 0 1
189375262780031000 52172 672 333 0 25 0 1
189656694941286000 52162 673 365 0 25 0 1
189656694983229000 52162 673 375 0 25 0 1
189375262931026000 52172 672 369 0 25 0 1
189656695113253000 52162 673 406 0 25 0 1
189375262964580000 52172 672 377 0 25 15692 1
189656695205528000 52162 673 428 0 25 0 1
189656695213916000 52162 673 430 0 25 0 1
189375263111381000 52172 672 412 0 25 0 1
189656695268442000 52162 673 443 0 25 0 1
189656695297802000 52162 673 450 0 25 0 1
189656695314579000 52162 673 454 0 25 0 1
189656695327162000 52162 673 457 0 25 0 1
189375263220433000 52172 672 438 0 25 0 1
189656695348134000 52162 673 462 0 25 0 1
189656695377494000 52162 673 469 0 25 0 1
189656695419437000 52162 673 479 0 25 0 1
189656695427826000 52162 673 481 0 25 0 1
189375263279153000 52172 672 452 0 25 0 1
189375263417565000 52172 672 485 0 25 15539 1
189375263484674000 52172 672 501 0 25 0 1
189375263660835000 52172 672 543 0 25 0 1
189656695679484000 52162 673 541 0 25 0 1
189375263895716000 52172 672 599 0 25 0 1
189656695775953000 52162 673 564 0 25 0 1
189656695801119000 52162 673 570 0 25 0 1
189656695813702000 52162 673 573 0 25 0 1
189375264013156000 52172 672 627 0 25 0 1
189656695914365000 52162 673 597 0 25 0 1
189656693502640000 52162 673 22 0 25 0 1
189656696065360000 52162 673 633 0 25 0 1
189656693720744000 52162 673 74 0 25 0 1
189938335966298000 52201 674 18 0 25 14581 1
189656693792047000 52162 673 91 0 25 0 1
189938336037601000 52201 674 35 0 25 0 1
189938336050184000 52201 674 38 0 25 0 1
189656693880128000 52162 673 112 0 25 0 1
189938336171819000 52201 674 67 0 25 14059 1
189375261421076000 52172 672 9 0 25 0 1
189938336259899000 52201 674 88 0 25 0 1
189938336272482000 52201 674 91 0 25 0 1
189938336276677000 52201 674 92 0 25 0 1
189656694270198000 52162 673 205 0 25 0 1
189656694349890000 52162 673 224 0 25 0 1
189938336440254000 52201 674 131 0 25 0 1
189938336478003000 52201 674 140 0 25 0 1
189656694454747000 52162 673 249 0 25 0 1
189938336545112000 52201 674 156 0 25 0 1
189938336557695000 52201 674 159 0 25 0 1
189656694526050000 52162 673 266 0 25 0 1
189938336754827000 52201 674 206 0 25 0 1
189938336759022000 52201 674 207 0 25 0 1
189656694656074000 52162 673 297 0 25 0 1
189938336960348000 52201 674 255 0 25 0 1
189656694710600000 52162 673 310 0 25 0 1
189938337153286000 52201 674 301 0 25 0 1
189656694857400000 52162 673 345 0 25 0 1
189938337249755000 52201 674 324 0 25 0 1
189938337262338000 52201 674 327 0 25 0 1
189938337279115000 52201 674 331 0 25 0 1
189938337283310000 52201 674 332 0 25 0 1
189938337329447000 52201 674 343 0 25 0 1
189656694924509000 52162 673 361 0 25 15375 1
189938337409139000 52201 674 362 0 25 0 1
189656695096476000 52162 673 402 0 25 0 1
189938337513996000 52201 674 387 0 25 0 1
189938337530773000 52201 674 391 0 25 0 1
189656695197139000 52162 673 426 0 25 19299 1
189656695247471000 52162 673 438 0 25 0 1
189656695339745000 52162 673 460 0 25 0 1
189938337782432000 52201 674 451 0 25 0 1
189938337836958000 52201 674 464 0 25 0 1
189656695507517000 52162 673 500 0 25 0 1
189656695574626000 52162 673 516 0 25 0 1
189656695637541000 52162 673 531 0 25 0 1
189656695666901000 52162 673 538 0 25 0 1
189938338407383000 52201 674 600 0 25 0 1
189938338419966000 52201 674 603 0 25 0 1
189656695759176000 52162 673 560 0 25 0 1
189938338566767000 52201 674 638 0 25 0 1
189938338570961000 52201 674 639 0 25 0 1
189938338575155000 52201 674 640 0 25 0 1
189656695864033000 52162 673 585 0 25 0 1
189656696061166000 52162 673 632 0 25 0 1
189656696082137000 52162 673 637 0 25 0 1
189938336008241000 52201 674 28 0 25 0 1
189938336155042000 52201 674 63 0 25 0 1
189938336255705000 52201 674 87 0 25 0 1
189656694131786000 52162 673 172 0 25 15454 1
189938336431866000 52201 674 129 0 25 0 1
189938336507363000 52201 674 147 0 25 11603 1
189938336721273000 52201 674 198 0 25 0 1
189938336947765000 52201 674 252 0 25 "16.099001" 1
190221482792583000 52590 675 282 0 25 0 1
190221482809360000 52590 675 286 0 25 0 1
189938337128120000 52201 674 295 0 25 0 1
190221482926801000 52590 675 314 0 25 0 1
189938337232978000 52201 674 320 0 25 0 1
189938337371390000 52201 674 353 0 25 0 1
190221483182653000 52590 675 375 0 25 0 1
189938337459470000 52201 674 374 0 25 0 1
189938337555939000 52201 674 397 0 25 0 1
190221483308483000 52590 675 405 0 25 0 1
190221483358814000 52590 675 417 0 25 0 1
189938337719517000 52201 674 436 0 25 0 1
190221483480449000 52590 675 446 0 25 14784 1
189938337769849000 52201 674 448 0 25 "14.85" 1
190221483597890000 52590 675 474 0 25 0 1
189938338155725000 52201 674 540 0 25 0 1
189938338227028000 52201 674 557 0 25 0 1
190221483916657000 52590 675 550 0 25 0 1
189938338369634000 52201 674 591 0 25 0 1
190221484008931000 52590 675 572 0 25 0 1
190221484021514000 52590 675 575 0 25 0 1
189938338390606000 52201 674 596 0 25 0 1
189938338562572000 52201 674 637 0 25 0 1
190221481676898000 52590 675 16 0 25 0 1
190221481735619000 52590 675 30 0 25 0 1
190221481764979000 52590 675 37 0 25 16167 1
190221481878225000 52590 675 64 0 25 0 1
190501187286467000 52178 676 54 0 25 0 1
190501187299049000 52178 676 57 0 25 0 1
190221482096329000 52590 675 116 0 25 0 1
190221482104717000 52590 675 118 0 25 0 1
190501187366158000 52178 676 73 0 25 0 1
