0 54523 2758 614 0 0.66
2.22465e+00 
2.20998e+00 
2.20925e+00 
2.21383e+00 
2.20851e+00 
2.20770e+00 
2.25139e+00 
2.34302e+00 
2.40406e+00 
2.39961e+00 
2.37589e+00 
2.34661e+00 
2.32138e+00 
2.43574e+00 
2.73848e+00 
2.96252e+00 
2.93643e+00 
2.82082e+00 
2.77108e+00 
2.74969e+00 
2.73704e+00 
2.73724e+00 
2.73331e+00 
2.71053e+00 
2.67631e+00 
2.63192e+00 
2.57580e+00 
2.52456e+00 
2.48505e+00 
2.44756e+00 
2.40126e+00 
2.35329e+00 
2.33266e+00 
2.35403e+00 
2.32471e+00 
2.15344e+00 
1.97137e+00 
1.97313e+00 
2.09897e+00 
2.11471e+00 
1.95629e+00 
1.82751e+00 
1.88875e+00 
2.00912e+00 
1.99540e+00 
1.87100e+00 
1.79692e+00 
1.82828e+00 
1.87455e+00 
1.87641e+00 
1.85500e+00 
1.79748e+00 
1.69300e+00 
1.61947e+00 
1.62469e+00 
1.65094e+00 
1.64631e+00 
1.62488e+00 
1.56852e+00 
1.44445e+00 
1.38540e+00 
1.52760e+00 
1.72961e+00 
1.75849e+00 
1.65181e+00 
1.61988e+00 
1.73348e+00 
1.85395e+00 
1.86695e+00 
1.84013e+00 
1.89149e+00 
2.02977e+00 
2.09483e+00 
1.99007e+00 
1.85394e+00 
1.82412e+00 
1.85431e+00 
1.90307e+00 
1.97677e+00 
2.04794e+00 
2.08957e+00 
2.12840e+00 
2.20104e+00 
2.29996e+00 
2.39095e+00 
2.48019e+00 
2.53799e+00 
2.52045e+00 
2.46296e+00 
2.43924e+00 
2.44542e+00 
2.43178e+00 
2.39411e+00 
2.31958e+00 
2.15205e+00 
1.93105e+00 
1.83737e+00 
1.88102e+00 
1.98233e+00 
2.13805e+00 
2.31247e+00 
2.41968e+00 
2.48029e+00 
2.49847e+00 
2.46191e+00 
2.41296e+00 
2.38967e+00 
2.36747e+00 
2.31382e+00 
2.22901e+00 
2.16666e+00 
2.14694e+00 
2.14150e+00 
2.13202e+00 
2.12442e+00 
2.11357e+00 
2.09671e+00 
2.09135e+00 
2.09998e+00 
2.12886e+00 
2.20773e+00 
2.32520e+00 
2.38492e+00 
2.37826e+00 
2.32269e+00 
2.19175e+00 
2.03379e+00 
1.96722e+00 
1.97391e+00 
2.01648e+00 
2.09372e+00 
2.19660e+00 
2.31571e+00 
2.45058e+00 
2.58497e+00 
2.73234e+00 
2.81251e+00 
2.76843e+00 
2.67490e+00 
2.59234e+00 
2.50968e+00 
2.53232e+00 
2.70635e+00 
2.85070e+00 
2.84121e+00 
2.76832e+00 
2.71144e+00 
2.65449e+00 
2.61614e+00 
2.59378e+00 
2.60409e+00 
2.67922e+00 
2.79280e+00 
2.88560e+00 
2.97140e+00 
2.99090e+00 
2.90137e+00 
2.76514e+00 
2.63417e+00 
2.49664e+00 
2.39815e+00 
2.34218e+00 
2.31131e+00 
2.29116e+00 
2.30044e+00 
2.39275e+00 
2.55892e+00 
2.59216e+00 
2.40293e+00 
2.21486e+00 
2.20474e+00 
2.27333e+00 
2.32163e+00 
2.36374e+00 
2.38286e+00 
2.36044e+00 
2.32888e+00 
2.32725e+00 
2.33705e+00 
2.30803e+00 
2.22976e+00 
2.16294e+00 
2.13915e+00 
2.13485e+00 
2.13614e+00 
2.14633e+00 
2.16240e+00 
2.18475e+00 
2.21111e+00 
2.25203e+00 
2.28802e+00 
2.25333e+00 
2.14724e+00 
2.09658e+00 
2.16012e+00 
2.24259e+00 
2.25701e+00 
2.24411e+00 
2.27590e+00 
2.36217e+00 
2.42463e+00 
2.42927e+00 
2.40002e+00 
2.34431e+00 
2.26061e+00 
2.15467e+00 
2.00144e+00 
1.89580e+00 
1.92489e+00 
2.02023e+00 
2.09824e+00 
2.17517e+00 
2.21882e+00 
2.21366e+00 
2.18656e+00 
2.14859e+00 
2.10265e+00 
2.09392e+00 
2.12965e+00 
2.13823e+00 
2.07283e+00 
1.99502e+00 
1.98534e+00 
2.01301e+00 
1.94733e+00 
1.73771e+00 
1.58300e+00 
1.62360e+00 
1.75218e+00 
1.86419e+00 
1.98073e+00 
2.08201e+00 
2.17263e+00 
2.22900e+00 
2.21578e+00 
2.15741e+00 
2.10428e+00 
2.05345e+00 
1.98764e+00 
1.87743e+00 
1.78430e+00 
1.79767e+00 
1.88092e+00 
1.93192e+00 
1.93513e+00 
1.96445e+00 
2.09202e+00 
2.22729e+00 
2.21108e+00 
2.07540e+00 
2.02800e+00 
2.14603e+00 
2.24336e+00 
2.16998e+00 
2.01700e+00 
1.89471e+00 
1.78609e+00 
1.72155e+00 
1.72451e+00 
1.75836e+00 
1.79783e+00 
1.84668e+00 
1.86143e+00 
1.82922e+00 
1.82238e+00 
1.90847e+00 
2.00072e+00 
1.96424e+00 
1.83349e+00 
1.77362e+00 
1.82605e+00 
1.88552e+00 
1.87104e+00 
1.84349e+00 
1.90602e+00 
2.05537e+00 
2.14641e+00 
2.11947e+00 
2.06505e+00 
2.05066e+00 
2.05119e+00 
2.05968e+00 
2.07881e+00 
2.09492e+00 
2.09897e+00 
2.10037e+00 
2.11171e+00 
2.12863e+00 
2.12304e+00 
2.08776e+00 
2.04527e+00 
1.98951e+00 
1.94657e+00 
2.01443e+00 
2.18996e+00 
2.24436e+00 
2.07108e+00 
1.87337e+00 
1.82879e+00 
1.85065e+00 
1.82014e+00 
1.72955e+00 
1.69053e+00 
1.76375e+00 
1.87775e+00 
1.96756e+00 
2.05194e+00 
2.13569e+00 
2.22971e+00 
2.28952e+00 
2.26434e+00 
2.21042e+00 
2.21946e+00 
2.27489e+00 
2.34283e+00 
2.42728e+00 
2.50574e+00 
2.55670e+00 
